,Name,Date,Pattern,Closing Price,High after 1 day,High after 2 days,High after 3 days,High after 4 days,High after 5 days,High after 6 days,High after 7 days,High after 8 days,High after 9 days,High after 10 days,High after 15 days,High after 20 days,High after 25 days,High after 30 days,Up/down after 1 day,Up/down after 2 day,Up/down after 3 day,Up/down after 4 day,Up/down after 5 day,Up/down after 6 day,Up/down after 7 day,Up/down after 8 day,Up/down after 9 day,Up/down after 10 day,Up/down after 15 day,Up/down after 20 day,Up/down after 25 day,Up/down after 30 day,% change after 1 days,% change after 2 days,% change after 3 days,% change after 4 days,% change after 5 days,% change after 6 days,% change after 7 days,% change after 8 days,% change after 9 days,% change after 10 days,% change after 15 days,% change after 20 days,% change after 25 days,% change after 30 days
370,NRG Energy Inc,2019-11-20,piercing,39.63999939,39.81999969,39.47000122,39.40000153,39.27000046,39.24000168,39.90000153,40.18999863,40.54000092,40.27000046,39.56000137,39.36000061,40.63000107,39.43000031,38.18000031,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0.45%,-0.43%,-0.61%,-0.93%,-1.01%,0.66%,1.39%,2.27%,1.59%,-0.20%,-0.71%,2.50%,-0.53%,-3.68%
371,NRG Energy Inc,2020-08-06,piercing,33.97999954,34.56999969,35.25999832,35.65999985,35.49000168,35.38999939,35.22000122,35.68000031,36.34999847,36.27999878,35.40999985,34.25,36,31.68000031,30.56999969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.74%,3.77%,4.94%,4.44%,4.15%,3.65%,5.00%,6.98%,6.77%,4.21%,0.80%,5.95%,-6.77%,-10.04%
372,Exxon Mobil Corporation,2015-09-24,piercing,72.73000336,73.52999878,73.45999908,73.19000244,74.34999847,75.58000183,75.90000153,77.15000153,78.55999756,79.29000092,80.11000061,81.52999878,82.95999908,83.22000122,86.23000336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10%,1.00%,0.63%,2.23%,3.92%,4.36%,6.08%,8.02%,9.02%,10.15%,12.10%,14.07%,14.42%,18.56%
373,Exxon Mobil Corporation,2017-01-11,piercing,86.80999756,87.37999725,86.68000031,87.38999939,87.41000366,86.09999847,85.95999908,85.87999725,85.47000122,85.87999725,85.83000183,83.52999878,82.05000305,83.41999817,81.80000305,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.66%,-0.15%,0.67%,0.69%,-0.82%,-0.98%,-1.07%,-1.54%,-1.07%,-1.13%,-3.78%,-5.48%,-3.91%,-5.77%
374,Exxon Mobil Corporation,2017-05-01,piercing,82.05999756,82.58999634,83.06999969,82.36000061,82.23999786,82.94000244,83,82.37000275,82.70999908,82.70999908,83.18000031,82.33000183,81.33999634,81.31999969,83.26999664,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.65%,1.23%,0.37%,0.22%,1.07%,1.15%,0.38%,0.79%,0.79%,1.37%,0.33%,-0.88%,-0.90%,1.48%
375,Exxon Mobil Corporation,2018-11-15,piercing,78.19000244,79.19000244,79.36000061,78.90000153,78.37999725,76.19999695,77.31999969,77.44999695,78.44999695,79.52999878,79.59999847,77.86000061,75.59999847,67.52999878,69.87000275,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1.28%,1.50%,0.91%,0.24%,-2.55%,-1.11%,-0.95%,0.33%,1.71%,1.80%,-0.42%,-3.31%,-13.63%,-10.64%
376,Exxon Mobil Corporation,2019-10-03,piercing,67.98000336,69.06999969,69.02999878,67.91999817,67.69999695,68.36000061,69.48999786,69.37000275,70,69.52999878,68.87999725,70.05000305,67.72000122,73.02999878,68.97000122,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1.60%,1.55%,-0.09%,-0.41%,0.56%,2.22%,2.05%,2.97%,2.28%,1.32%,3.05%,-0.38%,7.43%,1.46%
377,Exxon Mobil Corporation,2020-01-09,piercing,69.76000214,69.95999908,69.87000275,69.58000183,69.58999634,69.58000183,69.08000183,68.41999817,67.69999695,66.93000031,66.68000031,63.20000076,61.65999985,61.15999985,57.79999924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.29%,0.16%,-0.26%,-0.24%,-0.26%,-0.98%,-1.92%,-2.95%,-4.06%,-4.42%,-9.40%,-11.61%,-12.33%,-17.14%
378,Exxon Mobil Corporation,2020-01-30,piercing,64.79000092,63.20000076,61.41999817,61.90999985,62.93000031,63.00999832,61.65999985,60.52000046,60.88999939,61.52999878,61.41999817,59.50999832,51.43999863,49.00999832,40.13999939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45%,-5.20%,-4.45%,-2.87%,-2.75%,-4.83%,-6.59%,-6.02%,-5.03%,-5.20%,-8.15%,-20.61%,-24.36%,-38.05%
379,Exxon Mobil Corporation,2020-02-28,piercing,51.43999863,53.88999939,54.15000153,52.47999954,50.70000076,49.00999832,44.56999969,46.25999832,43.47999954,40.65000153,40.13999939,35.18000031,37.68000031,42.18000031,44.68999863,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.76%,5.27%,2.02%,-1.44%,-4.72%,-13.36%,-10.07%,-15.47%,-20.98%,-21.97%,-31.61%,-26.75%,-18.00%,-13.12%
380,Exxon Mobil Corporation,2020-07-10,piercing,42.65000153,43.29000092,44.18999863,45.09000015,44.81000137,44.68999863,43.50999832,45.18999863,44.15000153,43.81999969,44.41999817,42.16999817,43.52000046,43.27999878,41.34000015,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1.50%,3.61%,5.72%,5.06%,4.78%,2.02%,5.96%,3.52%,2.74%,4.15%,-1.13%,2.04%,1.48%,-3.07%
381,Exxon Mobil Corporation,2021-04-21,piercing,56,55.99000168,55.93999863,56.29000092,56.63000107,58.45999908,59.47999954,58.88999939,58.99000168,59.5,61.04999924,61.68000031,59.86000061,59.11999893,61.40999985,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.02%,-0.11%,0.52%,1.13%,4.39%,6.21%,5.16%,5.34%,6.25%,9.02%,10.14%,6.89%,5.57%,9.66%
382,Sunpower Corporation,2018-06-18,piercing,5.212835789,5.337263107,5.350359917,5.370007038,5.422397137,5.422397137,5.108055115,5.173542976,5.134250164,5.166994095,5.278324127,5.265225887,5.088408947,4.885396004,4.774066925,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2.39%,2.64%,3.02%,4.02%,4.02%,-2.01%,-0.75%,-1.51%,-0.88%,1.26%,1.01%,-2.39%,-6.28%,-8.42%
383,Suncor,2015-09-24,piercing,25.87000084,26.40999985,26.23999977,26.54000092,26.94000053,27.64999962,26.94000053,26.86000061,26.96999931,27.53000069,28.72999954,28.73999977,29.13999939,29.60000038,30.69000053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.09%,1.43%,2.59%,4.14%,6.88%,4.14%,3.83%,4.25%,6.42%,11.06%,11.09%,12.64%,14.42%,18.63%
384,Suncor,2017-12-07,piercing,34.31000137,34.63999939,35.06999969,35.02000046,35.02000046,34.36999893,34.43999863,34.61000061,34.59000015,34.75,35.11999893,36.91999817,37.90999985,38.31000137,37.79999924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96%,2.22%,2.07%,2.07%,0.18%,0.38%,0.87%,0.82%,1.28%,2.36%,7.61%,10.49%,11.66%,10.17%
385,Suncor,2020-10-02,piercing,12.01000023,12.38000011,12.47999954,12.28999996,12.98999977,13.22999954,12.80000019,13,12.96000004,12.19999981,12.23999977,12.61999989,11.39999962,12.06999969,13.96000004,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3.08%,3.91%,2.33%,8.16%,10.16%,6.58%,8.24%,7.91%,1.58%,1.92%,5.08%,-5.08%,0.50%,16.24%
386,Pfizer Inc,2016-04-01,piercing,28.50094986,29.1745739,30.12334061,31.30929756,31.38519859,31.21442032,30.90132713,30.49335861,30.93927956,31.10056877,31.10056877,31.78368187,31.26185989,31.86907005,31.73624229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.36%,5.69%,9.85%,10.12%,9.52%,8.42%,6.99%,8.56%,9.12%,9.12%,11.52%,9.69%,11.82%,11.35%
387,Pfizer Inc,2016-10-25,piercing,30.62618637,30.9297905,31.12903214,30.89184189,30.39848137,30.09487724,29.44971466,29.12713432,28.81404114,28.88045502,28.88994217,31.08159447,30.3510437,30.71157455,29.72485733,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0.99%,1.64%,0.87%,-0.74%,-1.74%,-3.84%,-4.90%,-5.92%,-5.70%,-5.67%,1.49%,-0.90%,0.28%,-2.94%
388,Pfizer Inc,2017-07-27,piercing,31.30929756,31.47058868,31.67931747,31.59392738,31.23339653,32.07780075,32.25806427,31.86907005,31.74573135,31.74573135,31.83111954,31.73624229,31.68880463,32.27703857,32.49525452,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.52%,1.18%,0.91%,-0.24%,2.46%,3.03%,1.79%,1.39%,1.39%,1.67%,1.36%,1.21%,3.09%,3.79%
389,Pfizer Inc,2021-03-12,piercing,34.93999863,35.43000031,35.86000061,35.95999908,35.97000122,35.81999969,36.00999832,35.93000031,35.93000031,35.79000092,36.29000092,36.56999969,37.02999878,38.95999908,38.74000168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.40%,2.63%,2.92%,2.95%,2.52%,3.06%,2.83%,2.83%,2.43%,3.86%,4.67%,5.98%,11.51%,10.88%
390,AbbVie Inc,2015-12-14,piercing,55.43999863,57,57.68999863,57.93000031,56.09999847,56.25999832,57.99000168,58.61000061,58.72999954,58.97000122,59.70000076,57.56000137,54.61999893,58.77000046,57.72999954,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.81%,4.06%,4.49%,1.19%,1.48%,4.60%,5.72%,5.93%,6.37%,7.68%,3.82%,-1.48%,6.01%,4.13%
391,AbbVie Inc,2016-01-20,piercing,57.15000153,58.77000046,59.43000031,59.81000137,59.27000046,58.93000031,57.72999954,55.31000137,54.88000107,54.77999878,57.18000031,54.68999863,55.52999878,56.22999954,56.09000015,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2.84%,3.99%,4.65%,3.71%,3.12%,1.02%,-3.22%,-3.97%,-4.15%,0.05%,-4.30%,-2.84%,-1.61%,-1.86%
392,AbbVie Inc,2018-11-01,piercing,80.20999908,84.41999817,83.83000183,84.23000336,87.22000122,89.70999908,89.52999878,89.88999939,90.87999725,89.40000153,90.29000092,86.55000305,94.26999664,87.87999725,86.87999725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.25%,4.51%,5.01%,8.74%,11.84%,11.62%,12.07%,13.30%,11.46%,12.57%,7.90%,17.53%,9.56%,8.32%
393,AbbVie Inc,2021-09-08,piercing,110.3600006,109.7399979,108.3199997,108.7699966,108.0699997,108.8000031,108.75,108.25,107.4899979,107.4100037,107.5800018,109.5800018,109.6699982,109.0400009,109.1100006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.56%,-1.85%,-1.44%,-2.08%,-1.41%,-1.46%,-1.91%,-2.60%,-2.67%,-2.52%,-0.71%,-0.63%,-1.20%,-1.13%
394,Merck and Co Inc,2017-05-10,piercing,61.01145172,62.26145172,61.70801544,60.68702316,60.94465637,60.86832047,61.54580307,61.10686874,61.48854828,61.63167953,62.2137413,62.27099228,61.30725098,60.53435135,63.33015442,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2.05%,1.14%,-0.53%,-0.11%,-0.24%,0.88%,0.16%,0.78%,1.02%,1.97%,2.06%,0.49%,-0.78%,3.80%
395,Novartis,2017-04-17,piercing,65.70788574,65.59140015,65.63619995,66.2276001,66.15591431,66.89067841,68.6111145,68.68279266,69.45340729,69.03225708,69.19355011,70.13440704,72.3835144,73.28852844,72.50896454,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.18%,-0.11%,0.79%,0.68%,1.80%,4.42%,4.53%,5.70%,5.06%,5.31%,6.74%,10.16%,11.54%,10.35%
396,Novartis,2018-06-06,piercing,67.39247131,68.09140015,67.4552002,68.12724304,68.0376358,68.1182785,68.35125732,68.40502167,66.57706451,66.20967865,66.89067841,65.92293549,69.00537872,71.01254272,72.82257843,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1.04%,0.09%,1.09%,0.96%,1.08%,1.42%,1.50%,-1.21%,-1.76%,-0.75%,-2.18%,2.39%,5.37%,8.06%
397,Novartis,2018-10-25,piercing,76.82795715,76.86380005,78.0734787,77.88530731,78.81720734,79.19355011,79.02330017,80.23297119,79.15770721,79.82078552,80.22401428,78.42293549,79.24731445,82.17742157,78.2347641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05%,1.62%,1.38%,2.59%,3.08%,2.86%,4.43%,3.03%,3.90%,4.42%,2.08%,3.15%,6.96%,1.83%
398,Novartis,2021-10-01,piercing,82.01000214,83.15000153,82.26000214,81.95999908,83.12000275,82.90000153,83.02999878,82.52999878,82.87000275,82.90000153,83.33999634,84.91999817,83.91000366,83.91000366,83.91000366,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.39%,0.31%,-0.06%,1.35%,1.09%,1.24%,0.63%,1.05%,1.09%,1.62%,3.55%,2.32%,2.32%,2.32%
399,Johnson & Johnson,2016-10-17,piercing,118.4899979,118.4800034,115.8899994,115.6999969,114.2399979,114.1900024,114.1600037,115.2200012,116.5500031,115.9100037,116.2300034,116.7200012,118.9899979,115.6800003,113.4100037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.01%,-2.19%,-2.36%,-3.59%,-3.63%,-3.65%,-2.76%,-1.64%,-2.18%,-1.91%,-1.49%,0.42%,-2.37%,-4.29%
400,Johnson & Johnson,2019-01-17,piercing,129.0899963,131.1799927,129.5,129.3000031,128.6999969,128.4499969,129.1499939,130.4700012,132.1900024,135.1900024,134.6900024,132.4600067,136.4100037,137.4900055,139.4100037,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1.62%,0.32%,0.16%,-0.30%,-0.50%,0.05%,1.07%,2.40%,4.73%,4.34%,2.61%,5.67%,6.51%,7.99%
401,Apple,2015-09-21,morning_star,28.80249977,28.54500008,28.68000031,28.875,29.17250061,28.64249992,28.37750053,27.88500023,27.40500069,27.75250053,27.84250069,28.1875,27.9375,29.53249931,30.34000015,0,0,1,1,0,0,0,0,0,0,0,0,1,1,-0.89%,-0.43%,0.25%,1.29%,-0.56%,-1.48%,-3.19%,-4.85%,-3.65%,-3.33%,-2.14%,-3.00%,2.54%,5.34%
402,Apple,2020-03-24,morning_star,61.72000122,64.5625,64.66999817,63.96749878,63.88000107,65.62249756,62.18000031,61.28749847,61.42499924,65.77749634,67.92500305,71.58249664,69.47499847,72.41750336,75.80999756,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4.61%,4.78%,3.64%,3.50%,6.32%,0.75%,-0.70%,-0.48%,6.57%,10.05%,15.98%,12.57%,17.33%,22.83%
403,Google,2018-03-29,morning_star,1037.140015,1039.530029,1025,1032.73999,1046.709961,1036,1044.589966,1041.209961,1035.869995,1044.650024,1052.97998,1094.75,1051.699951,1051.880005,1109.01001,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.23%,-1.17%,-0.42%,0.92%,-0.11%,0.72%,0.39%,-0.12%,0.72%,1.53%,5.56%,1.40%,1.42%,6.93%
404,Google,2019-05-03,morning_star,1189.550049,1195.430054,1194.77002,1184.27002,1174.069946,1176.280029,1151.969971,1144.869995,1178.300049,1194.160034,1186.290039,1154.359985,1067,1094.839966,1101.280029,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.49%,0.44%,-0.44%,-1.30%,-1.12%,-3.16%,-3.76%,-0.95%,0.39%,-0.27%,-2.96%,-10.30%,-7.96%,-7.42%
405,Google,2020-03-24,morning_star,1130.01001,1146.170044,1171.47998,1151.050049,1151,1173.400024,1129.420044,1122.77002,1118.790039,1190.75,1220.780029,1275.109985,1279.880005,1360.150024,1368.689941,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1.43%,3.67%,1.86%,1.86%,3.84%,-0.05%,-0.64%,-0.99%,5.38%,8.03%,12.84%,13.26%,20.37%,21.12%
406,Google,2021-10-01,morning_star,2730.860107,2719.209961,2744.48999,2755,2800.840088,2806.620117,2814.23999,2790.139893,2760,2826.75,2834.360107,2811.659912,2943.159912,2943.159912,2943.159912,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.43%,0.50%,0.88%,2.56%,2.77%,3.05%,2.17%,1.07%,3.51%,3.79%,2.96%,7.77%,7.77%,7.77%
407,Tim Hortons,2018-10-31,morning_star,54.77000046,55.5,55.77000046,55.61000061,56.40000153,56.93000031,57.15000153,56.96500015,56.78499985,56.29000092,56,55.34999847,58.90000153,57.45000076,54.06999969,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.33%,1.83%,1.53%,2.98%,3.94%,4.35%,4.01%,3.68%,2.78%,2.25%,1.06%,7.54%,4.89%,-1.28%
408,Tim Hortons,2021-08-23,morning_star,63.54999924,64.26999664,64.26000214,65.06999969,64.70999908,64.62000275,64.73000336,64.69999695,65.06999969,64.76000214,64.66000366,65.37000275,62.74000168,62.84000015,62.15000153,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1.13%,1.12%,2.39%,1.83%,1.68%,1.86%,1.81%,2.39%,1.90%,1.75%,2.86%,-1.28%,-1.12%,-2.20%
409,Wendys,2021-07-20,morning_star,22.23999977,22.81999969,22.95000076,23.13999939,23.03000069,23.61000061,23.46999931,23.5,23.38999939,23.40999985,23.34000015,22.26000023,23.65999985,23.79999924,23.09000015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.61%,3.19%,4.05%,3.55%,6.16%,5.53%,5.67%,5.17%,5.26%,4.95%,0.09%,6.39%,7.01%,3.82%
410,Pizza Hut,2017-03-24,morning_star,63.58000183,63.59999847,64.73000336,64.69000244,64.26999664,64.37000275,63.99000168,64.09999847,64.90000153,64.76999664,64.79000092,64.18000031,66,66.01000214,69.43000031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03%,1.81%,1.75%,1.09%,1.24%,0.65%,0.82%,2.08%,1.87%,1.90%,0.94%,3.81%,3.82%,9.20%
411,Pizza Hut,2019-09-17,morning_star,112.8000031,114.6100006,114.7399979,114.8700027,114.5100021,114.5100021,112.2699966,113.8199997,113.4499969,113.8099976,113.4199982,113.4199982,113.5199966,112.3000031,110.5400009,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1.61%,1.72%,1.84%,1.52%,1.52%,-0.47%,0.90%,0.58%,0.90%,0.55%,0.55%,0.64%,-0.44%,-2.00%
412,Sunpower Corporation,2016-05-11,morning_star,11.36214828,11.71578312,11.08055019,11.25081921,11.0281601,11.02161121,10.65487862,10.43876934,10.97576904,11.2180748,11.5848074,11.52586842,11.29666042,9.711853027,10.13097572,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.11%,-2.48%,-0.98%,-2.94%,-3.00%,-6.23%,-8.13%,-3.40%,-1.27%,1.96%,1.44%,-0.58%,-14.53%,-10.84%
413,Sunpower Corporation,2020-03-17,morning_star,3.510150909,3.621479988,3.922724009,4.020956039,4.099542141,4.531762123,4.826457024,4.492468834,4.001309872,3.66732192,3.595284939,3.93582201,4.282907963,4.217420101,5.075311184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.17%,11.75%,14.55%,16.79%,29.10%,37.50%,27.99%,13.99%,4.48%,2.43%,12.13%,22.02%,20.15%,44.59%
414,Suncor,2015-07-28,morning_star,25.65999985,26.71999931,28.56999969,28.46999931,28.29000092,28.28000069,28.62999916,28.64999962,29.02000046,29.06999969,28.82999992,27.94000053,26,27.64999962,27.01000023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.13%,11.34%,10.95%,10.25%,10.21%,11.57%,11.65%,13.09%,13.29%,12.35%,8.89%,1.33%,7.76%,5.26%
415,Suncor,2016-01-21,morning_star,20.84000015,22.30999947,22.02000046,22.21999931,22.64999962,23.52000046,23.67000008,23.20999908,22.28000069,23.04999924,23.96999931,21.25,23.98999977,25.22999954,25.51000023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.05%,5.66%,6.62%,8.69%,12.86%,13.58%,11.37%,6.91%,10.61%,15.02%,1.97%,15.12%,21.07%,22.41%
416,Suncor,2016-09-02,morning_star,27.43000031,27.64999962,27.68000031,27.80999947,27.40999985,26.90999985,26.44000053,26.36000061,26.38999939,26.07999992,26.34000015,26.45999908,27.93000031,28.63999939,28.68000031,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0.80%,0.91%,1.39%,-0.07%,-1.90%,-3.61%,-3.90%,-3.79%,-4.92%,-3.97%,-3.54%,1.82%,4.41%,4.56%
417,Pfizer Inc,2015-07-07,morning_star,32.00189972,32.00189972,32.23908997,32.67552185,33.06451416,33.3491478,33.32068253,33.39658356,33.2827301,33.55787659,33.52941132,33.65275192,34.36432648,33.43453598,33.77609253,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00%,0.74%,2.11%,3.32%,4.21%,4.12%,4.36%,4.00%,4.86%,4.77%,5.16%,7.38%,4.48%,5.54%
418,Pfizer Inc,2017-05-19,morning_star,30.79696465,30.83491516,30.62618637,30.62618637,30.55028534,30.63567352,30.65464973,31.11005783,31.16698265,31.19544601,30.91081619,31.39468765,31.54648972,32.45730591,32.22960281,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.12%,-0.56%,-0.56%,-0.80%,-0.52%,-0.46%,1.02%,1.20%,1.29%,0.37%,1.94%,2.43%,5.39%,4.65%
419,AbbVie Inc,2019-03-26,morning_star,80.76000214,81,80.48999786,80.90000153,81.11000061,83.48999786,84.73000336,83.37999725,84.18000031,84,83.77999878,81.30000305,79.58999634,79.68000031,78.88999939,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0.30%,-0.33%,0.17%,0.43%,3.38%,4.92%,3.24%,4.24%,4.01%,3.74%,0.67%,-1.45%,-1.34%,-2.32%
420,Merck and Co Inc,2017-02-06,three_white_soldiers,61.96564865,61.95610809,61.52671814,61.8511467,61.6125946,61.86068726,62.70992279,62.85305405,62.41412354,62.55725098,62.76717758,63.12022781,63.27289963,61.55534363,61.65076447,0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.02%,-0.71%,-0.19%,-0.57%,-0.17%,1.20%,1.43%,0.72%,0.96%,1.29%,1.86%,2.11%,-0.66%,-0.51%
421,Amazon,2015-04-24,rising_three_methods,445.1000061,446.9899902,439,434.2399902,431.75,425.6400146,429.769989,427.5100098,422.7200012,428.5,435.2000122,430.3999939,432.4400024,433.1600037,426.7999878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43%,-1.37%,-2.44%,-3.00%,-4.37%,-3.44%,-3.95%,-5.03%,-3.73%,-2.22%,-3.30%,-2.84%,-2.68%,-4.11%
422,Amazon,2017-11-03,rising_three_methods,1111.599976,1125.410034,1130.599976,1135.540039,1129.619995,1131.75,1139.900024,1138,1131.75,1138.160034,1138.800049,1213.410034,1175.199951,1169.900024,1194.780029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24%,1.71%,2.15%,1.62%,1.81%,2.55%,2.38%,1.81%,2.39%,2.45%,9.16%,5.72%,5.25%,7.48%
423,Microsoft,2021-10-27,rising_three_methods,323.1700134,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,324.8699951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%,0.53%
424,McDonalds,2017-01-12,rising_three_methods,122.0999985,122.2399979,122.8000031,123,123,122.9499969,122.0800018,122.0599976,121.9199982,122.3799973,122.9899979,124.5100021,126.1100006,127.8799973,127.75,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0.12%,0.57%,0.74%,0.74%,0.70%,-0.02%,-0.03%,-0.15%,0.23%,0.73%,1.97%,3.28%,4.73%,4.63%
425,McDonalds,2017-05-31,rising_three_methods,150.8899994,152.3899994,153.8999939,153.6600037,152.5899963,152.0099945,152.1499939,152,151.4799957,150.25,151.0800018,154.4199982,154.6799927,153.4600067,156.5399933,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.99%,2.00%,1.84%,1.13%,0.74%,0.84%,0.74%,0.39%,-0.42%,0.13%,2.34%,2.51%,1.70%,3.74%
426,Tim Hortons,2018-06-18,rising_three_methods,60.97000122,61.06999969,61.29999924,61.43999863,60.83000183,60.61999893,60.16999817,59.86000061,59.56999969,60.34000015,60.63000107,61.88999939,64.54000092,65.11000061,63.38999939,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0.16%,0.54%,0.77%,-0.23%,-0.57%,-1.31%,-1.82%,-2.30%,-1.03%,-0.56%,1.51%,5.86%,6.79%,3.97%
427,Tim Hortons,2020-07-06,rising_three_methods,56.52999878,56,55.5,55.25999832,55.09999847,56.43500137,55.74000168,58.15999985,58.15999985,58.08000183,57.74000168,56.95999908,56.72000122,55.63000107,54.83000183,0,0,0,0,0,0,1,1,1,1,1,1,0,0,-0.94%,-1.82%,-2.25%,-2.53%,-0.17%,-1.40%,2.88%,2.88%,2.74%,2.14%,0.76%,0.34%,-1.59%,-3.01%
428,Pizza Hut,2017-07-27,rising_three_methods,75.61000061,75.5,75.68000031,76.31999969,76.62000275,76.47000122,75.06999969,75.04000092,74.87000275,75.11000061,75.75,76.83999634,76.58000183,76.93000031,77.08999634,0,1,1,1,1,0,0,0,0,1,1,1,1,1,-0.15%,0.09%,0.94%,1.34%,1.14%,-0.71%,-0.75%,-0.98%,-0.66%,0.19%,1.63%,1.28%,1.75%,1.96%
429,Pizza Hut,2019-01-10,rising_three_methods,91.79000092,90.94999695,90.48999786,90.54000092,90.69000244,91.05000305,92.73999786,93.25,93.54000092,93.23000336,93.83999634,95.44999695,94.66999817,95,95.69999695,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-0.92%,-1.42%,-1.36%,-1.20%,-0.81%,1.04%,1.59%,1.91%,1.57%,2.23%,3.99%,3.14%,3.50%,4.26%
430,Exxon Mobil Corporation,2016-04-12,rising_three_methods,84.34999847,84.91000366,85.90000153,85.66000366,85.86000061,86.30999756,87.44000244,87.83999634,87.63999939,87.40000153,87.94000244,88.62999725,90,89.91000366,90.40000153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66%,1.84%,1.55%,1.79%,2.32%,3.66%,4.14%,3.90%,3.62%,4.26%,5.07%,6.70%,6.59%,7.17%
431,Pfizer Inc,2017-11-28,rising_three_methods,34.01328278,34.54459381,34.61100769,34.62998199,34.74383163,34.33586121,34.04174423,33.81404114,33.93738174,34.4022789,34.93358612,35.32258224,34.59202957,35.02846146,34.81973267,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1.56%,1.76%,1.81%,2.15%,0.95%,0.08%,-0.59%,-0.22%,1.14%,2.71%,3.85%,1.70%,2.99%,2.37%
432,Johnson & Johnson,2015-05-14,rising_three_methods,101.8300018,102.3199997,104.3399963,104.1200027,104.4800034,103.3000031,102.4100037,101.5500031,101.4100037,101.6999969,101.6200027,99.05000305,99.23000336,100.1999969,100.1299973,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.48%,2.47%,2.25%,2.60%,1.44%,0.57%,-0.28%,-0.41%,-0.13%,-0.21%,-2.73%,-2.55%,-1.60%,-1.67%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
